30,399,6,2,30,100,2,0.225933
30,399,6,2,30,100,2,0.235136
30,399,6,2,30,100,2,0.243113
30,399,6,2,30,100,2,0.410386
30,399,6,2,30,100,2,0.241446
30,399,6,2,30,100,2,0.240630
30,399,6,2,30,100,2,0.262216
30,399,6,2,30,100,2,0.311038
30,399,6,2,30,100,2,0.490136
30,399,6,2,30,100,2,0.513750
14,5000,15,2,30,200,2,0.095582
14,5000,15,2,30,200,2,0.303198
14,5000,15,2,30,200,2,0.414587
14,5000,15,2,30,200,2,0.317837
14,5000,15,2,30,200,2,0.447267
14,5000,15,2,30,200,2,0.519211
14,5000,15,2,30,200,2,0.118439
14,5000,15,2,30,200,2,0.307018
14,5000,15,2,30,50,3,0.401657
14,5000,15,2,30,50,3,4.056212
14,5000,15,2,30,200,2,0.086177
14,5000,15,2,30,50,3,0.807455
14,5000,15,2,30,50,3,3.535317
14,5000,15,2,30,50,3,0.243315
14,5000,15,2,30,50,3,1.494262
14,5000,15,2,30,200,2,0.086672
14,5000,15,2,30,50,3,0.436946
14,5000,15,2,30,50,3,0.958888
14,5000,15,2,30,50,3,1.726718
14,5000,15,2,30,50,3,0.387278
14,5000,15,2,30,50,2,1.039880
14,5000,15,2,30,50,2,4.927602
14,5000,15,2,30,50,2,1.121821
14,5000,15,2,30,50,2,6.524215
14,5000,15,2,30,50,2,2.723117
14,5000,15,2,30,50,2,0.920193
14,5000,15,2,30,50,2,0.599165
14,5000,15,2,30,50,2,0.391814
14,5000,15,2,30,50,2,2.763642
14,5000,15,2,30,50,2,2.063831
14,5000,15,2,30,100,2,0.091063
14,5000,15,2,30,100,2,0.103318
13,5000,15,2,30,200,2,0.129474
13,5000,15,2,30,200,2,0.157187
13,5000,15,2,30,200,2,0.203169
13,5000,15,2,30,200,2,0.477740
13,5000,15,2,30,200,2,0.101926
13,5000,15,2,30,200,2,0.418845
13,5000,15,2,30,200,2,0.120539
13,5000,15,2,30,200,2,0.180170
13,5000,15,2,30,200,2,0.182439
13,5000,15,2,30,200,2,0.115213
13,5000,15,2,30,200,2,0.150148
13,5000,15,2,30,200,2,0.147455
13,5000,15,2,30,200,2,0.095444
13,5000,15,2,30,200,2,0.087232
13,5000,15,2,30,200,2,0.155856
13,5000,15,2,30,200,2,0.457539
13,5000,15,2,30,200,2,0.103481
13,5000,15,2,30,200,2,0.104822
13,5000,15,2,30,200,2,0.431916
13,5000,15,2,30,200,2,0.098693
14,5000,15,2,30,200,2,50,0.170620
11,5000,15,2,30,200,2,50,0.064597
11,5000,15,2,30,200,2,50,0.049767
11,5000,15,2,30,200,2,50,0.092695
11,5000,15,2,30,200,2,50,0.074484
11,5000,15,2,30,200,2,50,0.094757
11,5000,15,2,30,200,2,50,0.205328
11,5000,15,2,30,200,2,50,0.357350
11,5000,15,2,30,200,2,50,0.079576
11,5000,15,2,30,200,2,50,0.409652
11,5000,15,2,30,200,2,50,0.061071
11,5000,15,2,30,200,2,50,0.523059
11,5000,15,2,30,200,2,50,0.047909
11,5000,15,2,30,200,2,50,0.064401
11,5000,15,2,30,200,2,50,0.050764
11,5000,15,2,30,200,2,50,0.129150
11,5000,15,2,30,200,2,50,0.052475
11,5000,15,2,30,200,2,50,0.054022
11,5000,15,2,30,200,2,50,0.797796
11,5000,15,2,30,100,3,50,0.045331
11,5000,15,2,30,100,3,50,1.364847
11,5000,15,2,30,200,2,50,0.051457
11,5000,15,2,30,100,3,50,0.602186
11,5000,15,2,30,100,3,50,1.082017
11,5000,15,2,30,200,2,50,0.046539
11,5000,15,2,30,100,3,50,0.675006
11,5000,15,2,30,100,3,50,0.053101
11,5000,15,2,30,100,3,50,0.044411
11,5000,15,2,30,100,3,50,0.211010
11,5000,15,2,30,100,3,50,0.063102
11,5000,15,2,30,100,3,50,0.322683
11,5000,15,2,30,50,1,50,2.329154
11,5000,15,2,30,50,1,50,1.937026
11,5000,15,2,30,50,1,50,0.494375
11,5000,15,2,30,50,1,50,0.372418
11,5000,15,2,30,50,1,50,6.480331
11,5000,15,2,30,50,1,50,26.098095
11,5000,15,2,30,100,3,50,0.124719
11,5000,15,2,30,100,3,50,0.056003
11,5000,15,2,30,100,3,50,0.535399
11,5000,15,2,30,100,3,50,0.087831
11,5000,15,2,30,100,3,50,0.052029
11,5000,15,2,30,100,3,50,0.050100
11,5000,15,2,30,100,3,50,0.947375
11,5000,15,2,30,100,3,50,0.053393
11,5000,15,2,30,100,3,50,0.167741
11,5000,15,2,30,100,3,50,0.049744
11,5000,15,2,30,100,3,50,0.086966
11,5000,15,2,30,100,3,50,0.553938
11,5000,15,2,30,100,3,50,0.046519
11,5000,15,2,30,100,3,50,0.065223
11,5000,15,2,30,100,3,50,0.044190
11,5000,15,2,30,100,3,50,0.327849
11,5000,15,2,30,100,3,50,1.171648
